1|600519|20190823|8528295596
0|002600|20190823|925181186
0|000001|20190823|4275331301
0|159920|20190823|18759147165
1|600887|20190823|2045514371
0|000636|20190823|216064851
0|000021|20190823|610649601
1|600276|20190823|1176915107
0|002402|20190823|493246425
1|600048|20190823|2933670101
0|159937|20190823|3891536835
0|002157|20190823|475892433
1|601865|20190823|97666059
0|001979|20190823|1307970433
0|002017|20190823|95104656
0|300085|20190823|177937471
0|000519|20190823|166679481
0|300142|20190823|325126708
1|600038|20190823|930799212
1|601069|20190823|165419965
0|159934|20190823|4669643988
1|600873|20190823|612205669
1|603019|20190823|310396643
0|002384|20190823|244762431
0|000002|20190823|2549573253
1|601990|20190823|113823586
1|600000|20190823|4095118329
1|603259|20190823|121359614
0|002475|20190823|1268909059
0|300450|20190823|85140220
0|002456|20190823|2514438750
1|600521|20190823|520583996
0|002565|20190823|132601675
0|000050|20190823|1710694728
0|300679|20190823|121011382
1|603108|20190823|56771030
0|300110|20190823|49205806
0|002019|20190823|67773664
0|002507|20190823|133927095
1|601519|20190823|103635735
0|300529|20190823|44785686
1|603936|20190823|110131461
0|002783|20190823|55104019
0|300725|20190823|57586700
1|600760|20190823|80515310
0|002506|20190823|46352793
0|002376|20190823|38054056
0|000799|20190823|159221072
0|002124|20190823|136628315
0|000333|20190823|1988654944
1|600848|20190823|111516562
0|300300|20190823|52583208
0|300267|20190823|60763499
0|300339|20190823|341673616
1|600536|20190823|2113115414
0|300294|20190823|51582541
1|601319|20190823|64223274
0|300088|20190823|1344028899
1|600867|20190823|710382178
0|002695|20190823|34845234
0|000990|20190823|71798577
0|002262|20190823|443176871
1|603328|20190823|103135406
0|300502|20190823|71293966
1|600458|20190823|389954566
0|300414|20190823|48092939
0|300322|20190823|251840656
0|300134|20190823|231591201
0|002008|20190823|1252095632
0|002683|20190823|69651172
0|002821|20190823|76636148
0|002166|20190823|40346596
1|601298|20190823|47775727
0|002428|20190823|557851990
1|600131|20190823|68277807
0|300180|20190823|100813116
1|600535|20190823|866382849
0|000603|20190823|77308326
0|002436|20190823|191265427
1|603118|20190823|138354341
0|002214|20190823|40425973
1|603678|20190823|28129137
0|002142|20190823|564285508
0|300601|20190823|112668201
0|300348|20190823|153721791
0|002234|20190823|221662689
0|000025|20190823|69541572
0|300099|20190823|66015005
0|002229|20190823|385047730
0|300476|20190823|62693320
0|000813|20190823|33293820
0|002044|20190823|65008399
1|601111|20190823|605416545
1|600810|20190823|22783822
1|601939|20190823|1520384202
0|002299|20190823|1107412313
1|600332|20190823|1112998787
1|600226|20190823|51439950
0|300699|20190823|67399188
0|000425|20190823|991741358
1|600354|20190823|278958468
0|002036|20190823|96464200
1|600816|20190823|1277062278
1|601598|20190823|40729312
0|300762|20190823|75489613
0|000957|20190823|258595624
0|300091|20190823|32374809
0|000818|20190823|77625600
0|002773|20190823|29384237
0|002138|20190823|516789564
0|002733|20190823|82883946
0|002041|20190823|258712451
1|600862|20190823|117455185
1|600025|20190823|184926175
1|603606|20190823|60103441
0|300383|20190823|182559858
1|600259|20190823|618288642
1|603444|20190823|45482098
0|002371|20190823|1023481804
1|601169|20190823|1485059613
1|601231|20190823|302486532
0|002020|20190823|61686855
0|000016|20190823|51986771
0|000650|20190823|753380671
0|002657|20190823|57117213
1|600196|20190823|1440430734
0|300474|20190823|72238327
1|601233|20190823|1679508835
0|300357|20190823|32576015
1|603605|20190823|68972402
0|300561|20190823|53603243
0|300188|20190823|40333257
1|603169|20190823|182411082
1|601012|20190823|1519429823
1|600811|20190823|1298010691
1|600448|20190823|26207573
0|002430|20190823|44744526
1|600009|20190823|314756268
0|000035|20190823|23327365
1|600512|20190823|20352140
0|002675|20190823|48129918
0|300315|20190823|389207181
0|002690|20190823|35046576
0|300770|20190823|66774119
1|600801|20190823|975082143
0|300347|20190823|66152752
0|000070|20190823|162520653
0|000403|20190823|49597217
0|300458|20190823|50971559
1|512000|20190823|246410628
1|603127|20190823|73827758
0|002352|20190823|46842742
0|000921|20190823|190412446
1|600562|20190823|23701526
1|601009|20190823|1630842058
0|002583|20190823|73469283
0|300760|20190823|38090462
0|300066|20190823|19682651
1|600745|20190823|179242781
0|000859|20190823|27973041
0|002155|20190823|84175022
1|600673|20190823|1248643361
1|601211|20190823|2534237218
0|002958|20190823|51577264
0|300170|20190823|1330114172
0|002271|20190823|396891267
0|300352|20190823|115829154
1|600498|20190823|1269965077
0|000631|20190823|258735658
0|300073|20190823|33402114
0|300145|20190823|26725216
1|600056|20190823|663770634
1|688002|20190823|193920583
0|002916|20190823|177236855
1|600368|20190823|36681091
0|002099|20190823|490973201
0|002421|20190823|59698416
1|600763|20190823|69886545
0|159915|20190823|461148359
1|603387|20190823|84821536
1|600919|20190823|744560061
1|600869|20190823|63155790
0|300349|20190823|33645761
0|002411|20190823|13026646
0|300638|20190823|105372404
1|600060|20190823|672961151
1|600315|20190823|698512823
1|603377|20190823|11617482
0|300496|20190823|109568921
0|002517|20190823|15123588
0|002746|20190823|63482734
0|300194|20190823|44138988
1|601326|20190823|15205055
0|300009|20190823|34625378
1|601818|20190823|1622004443
1|603288|20190823|27847426
0|300630|20190823|36128511
1|603026|20190823|94107060
0|002747|20190823|42813376
0|300177|20190823|29141047
0|002568|20190823|25109368
1|600061|20190823|476044698
1|688001|20190823|146119980
1|600728|20190823|1250432603
1|601777|20190823|443612363
0|300058|20190823|976379653
0|002171|20190823|33316859
0|002589|20190823|45589233
1|600188|20190823|490676865
0|002399|20190823|777828526
0|300413|20190823|20913922
0|002653|20190823|170392721
0|000758|20190823|501915444
0|300595|20190823|63551988
0|002792|20190823|68160115
0|002177|20190823|29603435
1|600158|20190823|815220570
0|300256|20190823|26566804
0|300012|20190823|40882753
0|300139|20190823|33726788
1|600325|20190823|1091741981
1|600502|20190823|433358164
0|002273|20190823|584975973
0|002383|20190823|31975434
1|510900|20190823|24411513223
0|300333|20190823|58857671
1|601615|20190823|52770739
0|300101|20190823|30989924
1|600517|20190823|560184679
0|300078|20190823|55949600
0|300558|20190823|68151312
0|300328|20190823|178728448
0|002647|20190823|41629797
0|300353|20190823|127407891
0|300397|20190823|102981112
0|002488|20190823|23144775
0|002030|20190823|224238554
1|600602|20190823|20336096
0|000596|20190823|156107453
0|002120|20190823|18825010
1|600369|20190823|958589870
0|000159|20190823|49021093
0|300761|20190823|47462973
0|002288|20190823|22039787
0|000672|20190823|99518319
0|300663|20190823|144900560
0|000733|20190823|31203266
0|300285|20190823|45224216
1|603012|20190823|17044875
0|300768|20190823|50884838
1|688018|20190823|202343278
1|601860|20190823|19281794
1|601998|20190823|571491791
0|300676|20190823|82661995
0|300379|20190823|83288443
0|300203|20190823|438875051
0|002169|20190823|33828821
1|600986|20190823|13572735
0|300418|20190823|52114172
0|300191|20190823|411843491
0|300182|20190823|630242944
0|000915|20190823|285563627
0|300567|20190823|46320100
0|002161|20190823|427072593
0|002396|20190823|1140376242
1|688321|20190823|245383986
0|300130|20190823|45877034
0|300598|20190823|41476840
1|600375|20190823|24448562
1|600533|20190823|10272226
0|300128|20190823|590432249
0|000591|20190823|25798702
0|000958|20190823|42160448
1|600859|20190823|255978990
0|300773|20190823|85987334
1|600351|20190823|18154902
1|601375|20190823|39460668
0|000766|20190823|39142766
0|002301|20190823|12663039
1|601700|20190823|24429271
1|603618|20190823|20615969
0|002750|20190823|19884365
1|600894|20190823|175858603
1|600578|20190823|269977822
0|002544|20190823|22279872
1|601011|20190823|17835482
0|300394|20190823|41035762
1|600704|20190823|509358325
1|600695|20190823|10637102
1|688003|20190823|142161171
0|002038|20190823|1122614652
0|002505|20190823|9707367
0|002497|20190823|17323553
1|601799|20190823|6206334
0|002366|20190823|33081076
0|000655|20190823|44261354
0|002221|20190823|756799448
0|002412|20190823|43157522
1|601212|20190823|28272745
0|002639|20190823|50446608
0|000555|20190823|32680664
1|603658|20190823|13597183
1|601600|20190823|1516008482
0|000727|20190823|12594477
0|000049|20190823|398003956
1|600213|20190823|25723252
1|600329|20190823|238394651
0|000680|20190823|308414714
0|000402|20190823|729091937
0|002373|20190823|110718624
1|600571|20190823|64539682
1|600871|20190823|10491155
1|513100|20190823|2161076545
1|600909|20190823|43278469
1|601390|20190823|1461540878
0|002491|20190823|18619011
0|002189|20190823|33793484
0|000961|20190823|438559463
1|600641|20190823|12777054
0|300308|20190823|36326922
1|600733|20190823|20049317
1|600027|20190823|276749107
1|601377|20190823|2327985936
0|000423|20190823|879747042
0|002054|20190823|24744190
0|300297|20190823|28906535
1|603005|20190823|25138354
1|600599|20190823|11187292
1|601949|20190823|10773271
1|600822|20190823|15421325
1|600169|20190823|283283672
1|600299|20190823|13498605
1|600900|20190823|1317464462
1|603890|20190823|18843953
0|300183|20190823|15437031
1|603399|20190823|10273845
1|600963|20190823|13328349
1|601127|20190823|25670096
1|601058|20190823|22066783
1|600766|20190823|12228026
1|600710|20190823|23949336
1|603588|20190823|18165014
0|300310|20190823|23021808
1|600029|20190823|1160979905
0|159901|20190823|165318431
0|300326|20190823|21664633
0|002588|20190823|134843328
1|601515|20190823|326656535
1|603260|20190823|19026487
1|601858|20190823|7955266
0|002797|20190823|341527301
0|000918|20190823|9387449
1|600197|20190823|389382866
0|002242|20190823|138333169
0|000543|20190823|300306749
0|300346|20190823|83859335
0|002179|20190823|334098654
1|603338|20190823|30681918
0|002701|20190823|511459668
1|603113|20190823|27166170
1|600278|20190823|33012317
0|000889|20190823|20214821
1|600885|20190823|13293488
0|000683|20190823|14395125
1|601838|20190823|20409396
0|000828|20190823|248327381
0|000980|20190823|17036246
0|002926|20190823|51951399
1|600011|20190823|245767638
0|000703|20190823|481516337
1|601607|20190823|760795148
0|002796|20190823|36565755
0|002131|20190823|18166997
0|002449|20190823|45749777
1|600705|20190823|1558571772
0|002567|20190823|46122605
0|000157|20190823|650451154
1|603885|20190823|35058028
0|300666|20190823|62775936
0|002572|20190823|183600673
0|000802|20190823|8340398
0|002570|20190823|59585063
0|300471|20190823|19533069
0|002215|20190823|17466750
0|300236|20190823|39292346
1|600055|20190823|18148855
1|603368|20190823|19163852
0|000408|20190823|13953753
0|002249|20190823|21441792
1|600729|20190823|639090689
1|600621|20190823|59285957
1|600300|20190823|415377550
0|300026|20190823|414178285
1|600395|20190823|354606104
1|600864|20190823|58973442
1|600157|20190823|562050196
0|002035|20190823|9107203
1|600590|20190823|11806296
0|002925|20190823|26155120
